ImgNum,KptDetector,TotalNumOfKpts,DetectionTime,DescriptorType,ExtractionTime,Matcher,Selector,NumOfMatches,MatchingTime,ttcLidar,kptMatches,ttcCamera
11,FAST,5351,2.46164,SIFT,227.436,BF,KNN,3337,506.984,10.4914,226,11.7541
12,FAST,5244,2.37692,SIFT,222.965,BF,KNN,3389,499.245,10.2436,224,11.3631
13,FAST,5231,2.49906,SIFT,221.825,BF,KNN,3356,487.549,9.22441,252,11.7891
14,FAST,5286,2.4455,SIFT,223.324,BF,KNN,3477,493.155,11.1422,228,11.3309
15,FAST,5464,2.55115,SIFT,230.122,BF,KNN,3543,516.567,8.00343,236,11.1676
16,FAST,5464,2.35989,SIFT,231.93,BF,KNN,3627,532.386,8.70371,234,10.4963
17,FAST,5563,2.45407,SIFT,235.233,BF,KNN,3627,538.513,10.45,233,9.56386
18,FAST,5497,2.64453,SIFT,232.077,BF,KNN,3733,546.229,8.311,231,10.665
0,BRISK,2896,45.8956,BRISK,31.0729
1,BRISK,3000,46.4484,BRISK,31.8995,BF,KNN,1162,252.655,12.7629,83,12.2096
2,BRISK,2974,45.6632,BRISK,32.5267,BF,KNN,1202,259.43,12.4603,105,21.468
3,BRISK,2953,44.8176,BRISK,32.7824,BF,KNN,1185,251.151,16.6022,112,14.8908
4,BRISK,2855,44.0452,BRISK,31.1206,BF,KNN,1100,247.09,12.4855,90,16.3046
5,BRISK,2906,44.4176,BRISK,30.123,BF,KNN,1133,239.182,12.1873,84,26.3805
6,BRISK,2886,45.293,BRISK,30.2849,BF,KNN,1111,242.037,7.73469,97,14.6337
7,BRISK,2886,44.7946,BRISK,30.4539,BF,KNN,1072,239.497,34.3548,111,15.5437
8,BRISK,2893,45.8429,BRISK,30.9816,BF,KNN,1101,240.267,17.4767,94,18.9278
9,BRISK,2930,45.9608,BRISK,31.3403,BF,KNN,1085,245.298,15.8894,113,14.8376
10,BRISK,3022,46.6599,BRISK,32.3989,BF,KNN,1091,255.308,13.7297,112,12.4125
11,BRISK,3013,47.4803,BRISK,31.9021,BF,KNN,1145,257.245,10.4914,107,12.3628
12,BRISK,2949,46.5445,BRISK,31.6559,BF,KNN,1164,254.742,10.2436,126,11.5028
13,BRISK,3012,47.2955,BRISK,31.5879,BF,KNN,1145,256.242,9.22441,125,12.6239
14,BRISK,3026,48.3008,BRISK,31.6413,BF,KNN,1163,261.913,11.1422,115,11.2707
15,BRISK,3074,48.0455,BRISK,33.364,BF,KNN,1242,267.892,8.00343,131,13.4054
16,BRISK,3131,48.8159,BRISK,33.881,BF,KNN,1225,277.989,8.70371,108,11.0861
17,BRISK,3135,49.8207,BRISK,33.1179,BF,KNN,1255,283.916,10.45,122,10.098
18,BRISK,3146,50.7964,BRISK,33.5218,BF,KNN,1332,285.621,8.311,137,12.6454
0,BRISK,2896,45.5788,BRIEF,10.4398
1,BRISK,3000,46.1666,BRIEF,11.9733,BF,KNN,1168,129.399,12.7629,80,13.8976
2,BRISK,2974,46.7384,BRIEF,10.9161,BF,KNN,1220,132.664,12.4603,91,13.0946
3,BRISK,2953,45.0172,BRIEF,11.2881,BF,KNN,1285,131.739,16.6022,116,13.6711
4,BRISK,2855,44.3167,BRIEF,10.4836,BF,KNN,1223,126.029,12.4855,93,14.6078
5,BRISK,2906,44.4849,BRIEF,10.8715,BF,KNN,1232,123.838,12.1873,88,13.5831
6,BRISK,2886,44.825,BRIEF,10.1156,BF,KNN,1232,123.798,7.73469,108,14.8534
7,BRISK,2886,45.8201,BRIEF,10.1424,BF,KNN,1213,123.961,34.3548,120,13.4611
8,BRISK,2893,45.8254,BRIEF,10.4691,BF,KNN,1216,124.422,17.4767,102,16.8297
9,BRISK,2930,45.9701,BRIEF,10.5277,BF,KNN,1251,127.623,15.8894,119,15.2453
10,BRISK,3022,49.1285,BRIEF,10.4164,BF,KNN,1222,132.054,13.7297,101,12.9032
11,BRISK,3013,47.0221,BRIEF,10.8462,BF,KNN,1228,135.938,10.4914,84,12.2422
12,BRISK,2949,47.518,BRIEF,10.4388,BF,KNN,1247,130.515,10.2436,113,12.957
13,BRISK,3012,47.6981,BRIEF,11.0518,BF,KNN,1230,129.815,9.22441,116,13.148
14,BRISK,3026,47.6734,BRIEF,10.9035,BF,KNN,1288,136.055,11.1422,119,10.6682
15,BRISK,3074,47.5933,BRIEF,10.7339,BF,KNN,1349,138.993,8.00343,123,11.8821
16,BRISK,3131,51.0281,BRIEF,11.5119,BF,KNN,1274,141.569,8.70371,131,12.1509
17,BRISK,3135,49.4303,BRIEF,11.4844,BF,KNN,1348,147.223,10.45,122,9.10158
18,BRISK,3146,48.4874,BRIEF,11.1723,BF,KNN,1405,146.569,8.311,120,10.7774
0,BRISK,2896,44.0137,ORB,9.83942
1,BRISK,3000,46.8553,ORB,9.67659,BF,KNN,772,128.635,12.7629,54,14.1922
2,BRISK,2974,45.6424,ORB,9.3219,BF,KNN,742,131.79,12.4603,60,20.4706
3,BRISK,2953,46.4986,ORB,9.07439,BF,KNN,802,129.899,16.6022,74,14.7169
4,BRISK,2855,44.4313,ORB,10.5006,BF,KNN,742,139.4,12.4855,53,15.5328
5,BRISK,2906,45.2284,ORB,9.13774,BF,KNN,776,118.864,12.1873,44,20.9575
6,BRISK,2886,44.4954,ORB,9.60707,BF,KNN,741,121.546,7.73469,71,28.651
7,BRISK,2886,45.9869,ORB,9.19161,BF,KNN,723,122.798,34.3548,76,15.6848
8,BRISK,2893,46.0563,ORB,9.11554,BF,KNN,717,122.162,17.4767,67,13.7829
9,BRISK,2930,46.211,ORB,9.3815,BF,KNN,699,125.912,15.8894,73,14.3993
10,BRISK,3022,46.8564,ORB,9.70886,BF,KNN,726,131.188,13.7297,76,12.0746
11,BRISK,3013,46.3333,ORB,9.66552,BF,KNN,750,132.613,10.4914,67,12.015
12,BRISK,2949,46.0124,ORB,9.32836,BF,KNN,761,130.433,10.2436,75,13.5057
13,BRISK,3012,46.7575,ORB,9.51781,BF,KNN,734,128.697,9.22441,76,11.18
14,BRISK,3026,47.0709,ORB,9.50433,BF,KNN,770,132.455,11.1422,89,11.1358
15,BRISK,3074,47.7828,ORB,9.55415,BF,KNN,761,133.405,8.00343,84,12.0532
16,BRISK,3131,50.4154,ORB,9.86326,BF,KNN,779,144.529,8.70371,76,12.1448
17,BRISK,3135,50.3592,ORB,9.77441,BF,KNN,839,145.344,10.45,65,8.66377
18,BRISK,3146,49.0852,ORB,9.88558,BF,KNN,829,143.314,8.311,75,11.455
0,BRISK,2896,45.063,FREAK,59.4053
1,BRISK,3000,45.5497,FREAK,61.6933,BF,KNN,907,171.92,12.7629,69,13.6609
2,BRISK,2974,44.8492,FREAK,63.222,BF,KNN,922,176.495,12.4603,92,21.7152
3,BRISK,2953,44.4555,FREAK,63.4831,BF,KNN,960,176.999,16.6022,96,13.2749
4,BRISK,2855,44.505,FREAK,62.6618,BF,KNN,909,170.297,12.4855,76,15.0627
5,BRISK,2906,45.4644,FREAK,62.8646,BF,KNN,918,167.363,12.1873,64,31.8945
6,BRISK,2886,45.1088,FREAK,60.722,BF,KNN,893,172.004,7.73469,81,14.8626
7,BRISK,2886,45.0107,FREAK,60.3041,BF,KNN,824,169.592,34.3548,98,17.2715
8,BRISK,2893,45.6281,FREAK,59.2706,BF,KNN,889,168.417,17.4767,82,16.2216
9,BRISK,2930,47.4812,FREAK,64.336,BF,KNN,873,166.909,15.8894,88,15.8269
10,BRISK,3022,46.9585,FREAK,62.9058,BF,KNN,854,175.587,13.7297,95,12.2923
11,BRISK,3013,47.3221,FREAK,62.404,BF,KNN,877,173.92,10.4914,86,12.7008
12,BRISK,2949,46.1612,FREAK,59.0628,BF,KNN,879,168.465,10.2436,103,12.402
13,BRISK,3012,48.8185,FREAK,61.3515,BF,KNN,864,168.835,9.22441,100,11.8439
14,BRISK,3026,49.5118,FREAK,60.5163,BF,KNN,876,172.224,11.1422,96,11.5357
15,BRISK,3074,48.9349,FREAK,61.6391,BF,KNN,943,177.411,8.00343,92,13.1078
16,BRISK,3131,49.3109,FREAK,61.8651,BF,KNN,900,183.843,8.70371,83,9.89414
17,BRISK,3135,49.0211,FREAK,64.3353,BF,KNN,1001,188.964,10.45,84,9.85287
18,BRISK,3146,49.2244,FREAK,63.0441,BF,KNN,985,191.396,8.311,103,9.93611
0,BRISK,2896,45.839,SIFT,277.866
1,BRISK,3000,46.0493,SIFT,283.699,BF,KNN,1740,154.242,12.7629,101,13.1695
2,BRISK,2974,45.3512,SIFT,285.722,BF,KNN,1774,161.276,12.4603,119,16.1572
3,BRISK,2953,45.3662,SIFT,280.174,BF,KNN,1780,155.637,16.6022,135,17.761
4,BRISK,2855,44.9744,SIFT,274.901,BF,KNN,1756,150.834,12.4855,112,12.7417
5,BRISK,2906,44.6439,SIFT,274.481,BF,KNN,1718,147.995,12.1873,102,30.2694
6,BRISK,2886,44.6503,SIFT,270.68,BF,KNN,1704,151.21,7.73469,110,15.3779
7,BRISK,2886,45.3239,SIFT,271.502,BF,KNN,1698,149.117,34.3548,125,13.692
8,BRISK,2893,45.6917,SIFT,270.915,BF,KNN,1669,149.006,17.4767,115,15.7781
9,BRISK,2930,46.2718,SIFT,275.569,BF,KNN,1682,152.687,15.8894,130,17.3177
10,BRISK,3022,47.6089,SIFT,277.854,BF,KNN,1712,158.488,13.7297,141,14.2623
11,BRISK,3013,46.7375,SIFT,276.955,BF,KNN,1751,162.074,10.4914,118,14.3201
12,BRISK,2949,46.0676,SIFT,273.694,BF,KNN,1716,158.161,10.2436,148,10.8758
13,BRISK,3012,46.6669,SIFT,275.655,BF,KNN,1773,156.62,9.22441,144,13.9104
14,BRISK,3026,47.0301,SIFT,275.156,BF,KNN,1715,161.486,11.1422,134,11.348
15,BRISK,3074,47.2496,SIFT,280.539,BF,KNN,1801,165.461,8.00343,142,13.6452
16,BRISK,3131,47.0127,SIFT,291.256,BF,KNN,1820,171.452,8.70371,125,10.8641
17,BRISK,3135,48.5873,SIFT,289.404,BF,KNN,1872,175.071,10.45,144,10.6205
18,BRISK,3146,48.5022,SIFT,294.605,BF,KNN,1897,200.223,8.311,152,12.1286
0,ORB,500,8.01081,BRISK,5.53464
1,ORB,500,8.18368,BRISK,5.55457,BF,KNN,259,4.52507,12.7629,38,19.4668
2,ORB,500,7.86802,BRISK,5.54495,BF,KNN,240,4.663,12.4603,40,16.5514
3,ORB,500,8.05088,BRISK,5.65144,BF,KNN,270,4.46379,16.6022,46,11.2294
4,ORB,500,8.32026,BRISK,5.48801,BF,KNN,248,4.77422
5,ORB,500,7.92443,BRISK,5.56012,BF,KNN,279,5.03611,12.1873,42,179.166
6,ORB,500,7.85925,BRISK,5.55134,BF,KNN,276,4.84894
7,ORB,500,8.61134,BRISK,5.73336,BF,KNN,278,5.18998,34.3548,47,13.0845
8,ORB,500,8.07219,BRISK,5.64048,BF,KNN,281,5.0385,17.4767,47,9.45873
9,ORB,500,8.18524,BRISK,5.36858,BF,KNN,270,5.03777,15.8894,36,30.4129
10,ORB,500,8.41082,BRISK,5.53062,BF,KNN,267,4.93644,13.7297,40,19.6544
11,ORB,500,8.2649,BRISK,5.7262,BF,KNN,274,4.90376,10.4914,34,7.71005
12,ORB,500,7.97291,BRISK,5.73125,BF,KNN,276,4.74794,10.2436,43,-inf
13,ORB,500,8.09285,BRISK,5.52767,BF,KNN,279,4.6892,9.22441,41,11.6895
14,ORB,500,8.66957,BRISK,5.70365,BF,KNN,260,4.71673,11.1422,42,9.48525
15,ORB,500,8.44458,BRISK,5.52014,BF,KNN,284,4.81539,8.00343,40,8.72363
16,ORB,500,8.73958,BRISK,5.54338,BF,KNN,279,4.99493,8.70371,46,11.4315
17,ORB,500,8.34368,BRISK,5.72719,BF,KNN,269,5.40285,10.45,42,17.2956
18,ORB,500,8.29044,BRISK,5.92511,BF,KNN,299,5.31386,8.311,43,27.7089
0,ORB,500,8.09006,BRIEF,2.50806
1,ORB,500,7.81719,BRIEF,2.52381,BF,KNN,198,3.88534,12.7629,21,13.0822
2,ORB,500,7.88135,BRIEF,2.25692,BF,KNN,204,4.03872,12.4603,27,13.3982
3,ORB,500,8.28561,BRIEF,2.49184,BF,KNN,200,4.06546,16.6022,34,28.2302
4,ORB,500,8.0278,BRIEF,2.59719,BF,KNN,173,3.88542,12.4855,24,22.1695
5,ORB,500,7.92407,BRIEF,2.45459,BF,KNN,181,4.0806,12.1873,25,46.4846
6,ORB,500,8.06166,BRIEF,2.55435,BF,KNN,196,3.9153,7.73469,23,9.19978
7,ORB,500,8.43083,BRIEF,2.71684,BF,KNN,198,3.90558,34.3548,40,10.3581
8,ORB,500,8.20183,BRIEF,2.45436,BF,KNN,183,4.0035,17.4767,35,-inf
9,ORB,500,8.43072,BRIEF,2.51759,BF,KNN,187,3.82664,15.8894,30,140.565
10,ORB,500,8.18987,BRIEF,2.55173,BF,KNN,190,4.14779,13.7297,25,9.43013
11,ORB,500,8.0017,BRIEF,2.40853,BF,KNN,182,3.92701,10.4914,19,19.4803
12,ORB,500,7.95361,BRIEF,2.41576,BF,KNN,187,4.11631,10.2436,27,13.9637
13,ORB,500,8.13806,BRIEF,2.50742,BF,KNN,208,3.93323,9.22441,25,15.9498
14,ORB,500,8.21742,BRIEF,2.53444,BF,KNN,208,4.14312,11.1422,40,13.145
15,ORB,500,8.33331,BRIEF,2.56915,BF,KNN,205,3.90021,8.00343,23,13.1413
16,ORB,500,8.38817,BRIEF,2.36616,BF,KNN,156,4.12267,8.70371,22,10.6994
17,ORB,500,8.09486,BRIEF,2.65086,BF,KNN,180,3.88684,10.45,23,16.7035
18,ORB,500,8.45269,BRIEF,2.46369,BF,KNN,187,3.98772,8.311,21,14.4987
0,ORB,500,8.2306,ORB,5.71545
1,ORB,500,8.03492,ORB,5.95986,BF,KNN,204,3.94971,12.7629,26,15.8832
2,ORB,500,8.23812,ORB,5.69036,BF,KNN,210,3.90174,12.4603,29,11.3699
3,ORB,500,8.01283,ORB,5.85612,BF,KNN,199,3.90772,16.6022,34,18.5335
4,ORB,500,7.9303,ORB,5.73838,BF,KNN,220,3.91412
5,ORB,500,8.13385,ORB,5.37843,BF,KNN,213,3.92834,12.1873,28,28.7796
6,ORB,500,7.9459,ORB,5.69539,BF,KNN,223,4.01786
7,ORB,500,8.33309,ORB,5.81077,BF,KNN,233,4.11695,34.3548,39,19.9077
8,ORB,500,7.91896,ORB,5.78424,BF,KNN,208,3.92743,17.4767,27,10.8688
9,ORB,500,8.285,ORB,5.9615,BF,KNN,201,4.12223,15.8894,34,-inf
10,ORB,500,8.49529,ORB,5.81583,BF,KNN,192,4.01591,13.7297,29,-inf
11,ORB,500,8.45966,ORB,5.51052,BF,KNN,219,3.91507,10.4914,24,9.15809
12,ORB,500,8.32007,ORB,5.80392,BF,KNN,210,4.04294,10.2436,31,-inf
13,ORB,500,7.85842,ORB,5.60277,BF,KNN,197,3.88821,9.22441,37,9.91242
14,ORB,500,8.04041,ORB,5.68904,BF,KNN,229,3.8646,11.1422,38,9.56052
15,ORB,500,8.61136,ORB,5.80286,BF,KNN,233,3.93747,8.00343,34,30.6161
16,ORB,500,8.55431,ORB,5.97559,BF,KNN,199,4.03195,8.70371,34,15.8113
17,ORB,500,8.27025,ORB,5.62549,BF,KNN,219,4.24787,10.45,32,8.84033
18,ORB,500,8.41595,ORB,5.47455,BF,KNN,205,3.9327,8.311,25,20.8795
0,ORB,500,7.81187,FREAK,41.4215
1,ORB,500,8.15706,FREAK,42.0586,BF,KNN,84,0.833507,12.7629,16,12.0569
2,ORB,500,8.01686,FREAK,44.4126,BF,KNN,94,0.988772,12.4603,23,12.2395
3,ORB,500,8.10612,FREAK,43.9113,BF,KNN,102,1.0011,16.6022,25,11.0246
4,ORB,500,8.18409,FREAK,44.1499,BF,KNN,117,0.931351
5,ORB,500,8.08859,FREAK,43.8137,BF,KNN,88,0.968989,12.1873,17,-inf
6,ORB,500,8.11213,FREAK,45.9435,BF,KNN,108,1.15843
7,ORB,500,8.07235,FREAK,44.9691,BF,KNN,108,1.0275,34.3548,26,-inf
8,ORB,500,8.09675,FREAK,45.9453,BF,KNN,117,1.38138,17.4767,24,8.95665
9,ORB,500,9.38564,FREAK,44.8748,BF,KNN,119,1.22948,15.8894,23,15.1132
10,ORB,500,8.50292,FREAK,45.9505,BF,KNN,108,1.28326,13.7297,17,-inf
11,ORB,500,8.30242,FREAK,44.7244,BF,KNN,129,1.38035,10.4914,20,6.24993
12,ORB,500,8.26841,FREAK,44.7198,BF,KNN,128,1.16066,10.2436,19,14.9136
13,ORB,500,8.96303,FREAK,46.2725,BF,KNN,116,1.16664,9.22441,28,6.3262
14,ORB,500,8.25004,FREAK,44.2672,BF,KNN,125,1.2282,11.1422,29,38.4661
15,ORB,500,8.19156,FREAK,44.102,BF,KNN,136,1.13539,8.00343,23,8.68208
16,ORB,500,8.23111,FREAK,45.2956,BF,KNN,114,1.29833,8.70371,29,6.34289
17,ORB,500,8.07948,FREAK,44.1354,BF,KNN,112,1.14015,10.45,29,11.3219
18,ORB,500,8.56323,FREAK,45.635,BF,KNN,116,1.12753,8.311,20,4.71741
0,ORB,500,7.92238,SIFT,135.255
1,ORB,500,8.63327,SIFT,135.233,BF,KNN,374,4.77973,12.7629,41,14.8587
2,ORB,500,7.96857,SIFT,135.043,BF,KNN,361,4.85967,12.4603,42,13.8583
3,ORB,500,7.97717,SIFT,134.648,BF,KNN,366,4.71941,16.6022,48,15.4791
4,ORB,500,7.96129,SIFT,134.802,BF,KNN,372,4.70447
5,ORB,500,8.11055,SIFT,135.817,BF,KNN,375,4.69393,12.1873,44,502.13
6,ORB,500,7.88843,SIFT,135.369,BF,KNN,381,4.71031
7,ORB,500,8.20217,SIFT,137.681,BF,KNN,378,4.6118,34.3548,53,88.1993
8,ORB,500,8.19584,SIFT,135.77,BF,KNN,372,4.65253,17.4767,59,9.45873
9,ORB,500,8.34607,SIFT,136.384,BF,KNN,352,4.70221,15.8894,44,21.2278
10,ORB,500,8.13751,SIFT,138.355,BF,KNN,355,4.60535,13.7297,40,15.5532
11,ORB,500,8.18614,SIFT,137.201,BF,KNN,377,4.65775,10.4914,40,8.32267
12,ORB,500,8.15908,SIFT,135.101,BF,KNN,394,4.70458,10.2436,48,-inf
13,ORB,500,8.36017,SIFT,134.167,BF,KNN,377,4.63689,9.22441,47,7.94456
14,ORB,500,8.79812,SIFT,137.817,BF,KNN,393,4.74753,11.1422,57,13.7643
15,ORB,500,8.28763,SIFT,135.364,BF,KNN,383,4.74926,8.00343,45,12.849
16,ORB,500,8.25206,SIFT,137.859,BF,KNN,368,4.65708,8.70371,52,8.6622
17,ORB,500,8.07952,SIFT,136.289,BF,KNN,360,4.7163,10.45,44,18.702
18,ORB,500,8.23107,SIFT,138.304,BF,KNN,369,4.78731,8.311,48,14.2111
0,AKAZE,1513,61.2108,BRISK,15.4826
1,AKAZE,1541,62.5767,BRISK,15.8965,BF,KNN,786,67.4381,12.7629,77,12.9115
2,AKAZE,1529,60.0028,BRISK,15.9295,BF,KNN,773,68.022,12.4603,84,13.7941
3,AKAZE,1561,60.4902,BRISK,16.1547,BF,KNN,775,67.9976,16.6022,82,13.8888
4,AKAZE,1545,61.5485,BRISK,15.9299,BF,KNN,766,68.9713,12.4855,88,14.6116
5,AKAZE,1526,58.3159,BRISK,16.4114,BF,KNN,783,67.2708,12.1873,80,14.7856
6,AKAZE,1566,58.6144,BRISK,16.2219,BF,KNN,806,69.0037,7.73469,83,14.8709
7,AKAZE,1529,58.746,BRISK,18.2503,BF,KNN,821,70.4817,34.3548,96,16.3814
8,AKAZE,1547,59.6066,BRISK,16.0073,BF,KNN,802,68.6576,17.4767,102,14.1452
9,AKAZE,1572,59.6627,BRISK,16.3251,BF,KNN,798,69.992,15.8894,95,14.5223
10,AKAZE,1567,60.3816,BRISK,16.6323,BF,KNN,803,72.5498,13.7297,102,11.9038
11,AKAZE,1538,60.2989,BRISK,15.9738,BF,KNN,807,68.8225,10.4914,89,12.6519
12,AKAZE,1513,57.8337,BRISK,15.9148,BF,KNN,813,66.9165,10.2436,99,10.7585
13,AKAZE,1538,60.8306,BRISK,16.4896,BF,KNN,841,66.5073,9.22441,102,10.3211
14,AKAZE,1555,59.6438,BRISK,16.0991,BF,KNN,877,68.8956,11.1422,93,9.70358
15,AKAZE,1544,58.7413,BRISK,15.6846,BF,KNN,877,69.1549,8.00343,85,9.78819
16,AKAZE,1563,60.83,BRISK,17.1018,BF,KNN,867,70.3779,8.70371,93,10.1785
17,AKAZE,1561,58.7885,BRISK,16.4555,BF,KNN,921,70.3934,10.45,94,9.63517
18,AKAZE,1569,60.5849,BRISK,17.0514,BF,KNN,917,70.7475,8.311,98,9.10764
0,AKAZE,1513,60.279,BRIEF,6.35019
1,AKAZE,1541,61.3983,BRIEF,6.0831,BF,KNN,832,35.0484,12.7629,79,12.5832
2,AKAZE,1529,59.5776,BRIEF,6.62946,BF,KNN,819,36.5306,12.4603,81,14.8952
3,AKAZE,1561,60.0824,BRIEF,6.28083,BF,KNN,844,37.9269,16.6022,89,13.5944
4,AKAZE,1545,58.3239,BRIEF,6.07752,BF,KNN,817,36.7213,12.4855,90,14.1511
5,AKAZE,1526,58.0565,BRIEF,6.15298,BF,KNN,841,36.265,12.1873,87,15.4028
6,AKAZE,1566,58.7575,BRIEF,6.03334,BF,KNN,840,36.2172,7.73469,87,12.8068
7,AKAZE,1529,61.3365,BRIEF,6.35298,BF,KNN,846,36.9133,34.3548,99,16.3912
8,AKAZE,1547,61.3853,BRIEF,5.85596,BF,KNN,883,37.1683,17.4767,98,14.1852
9,AKAZE,1572,59.3217,BRIEF,6.04608,BF,KNN,871,36.7195,15.8894,103,14.0061
10,AKAZE,1567,59.9807,BRIEF,6.2807,BF,KNN,856,38.1662,13.7297,95,11.8933
11,AKAZE,1538,61.463,BRIEF,5.94363,BF,KNN,834,37.5127,10.4914,91,12.5242
12,AKAZE,1513,58.8798,BRIEF,6.77595,BF,KNN,846,35.9466,10.2436,96,10.2251
13,AKAZE,1538,60.0455,BRIEF,6.14974,BF,KNN,883,35.5269,9.22441,104,10.2528
14,AKAZE,1555,59.3732,BRIEF,6.28261,BF,KNN,889,36.4161,11.1422,94,10.4743
15,AKAZE,1544,61.8492,BRIEF,6.19952,BF,KNN,901,36.634,8.00343,92,9.25159
16,AKAZE,1563,58.5831,BRIEF,6.17199,BF,KNN,897,36.7967,8.70371,95,10.2437
17,AKAZE,1561,62.3895,BRIEF,6.04694,BF,KNN,896,36.6887,10.45,92,9.63699
18,AKAZE,1569,59.1495,BRIEF,6.03223,BF,KNN,967,36.727,8.311,94,9.18666
0,AKAZE,1513,59.3659,ORB,5.68649
1,AKAZE,1541,59.98,ORB,5.83418,BF,KNN,557,36.5347,12.7629,47,12.0133
2,AKAZE,1529,59.0974,ORB,5.46638,BF,KNN,541,35.7253,12.4603,60,14.8952
3,AKAZE,1561,58.3225,ORB,5.66668,BF,KNN,539,36.9479,16.6022,57,13.5538
4,AKAZE,1545,57.7724,ORB,5.64959,BF,KNN,564,36.3551,12.4855,66,13.9104
5,AKAZE,1526,59.0177,ORB,5.76926,BF,KNN,578,36.1249,12.1873,60,13.9713
6,AKAZE,1566,62.2872,ORB,6.23087,BF,KNN,557,37.3297,7.73469,54,13.3503
7,AKAZE,1529,61.5273,ORB,6.00446,BF,KNN,588,35.6161,34.3548,85,16.3127
8,AKAZE,1547,57.2728,ORB,5.35401,BF,KNN,599,35.8293,17.4767,87,13.7357
9,AKAZE,1572,58.4379,ORB,5.63249,BF,KNN,565,36.6443,15.8894,76,12.7964
10,AKAZE,1567,58.9364,ORB,5.48916,BF,KNN,555,38.337,13.7297,82,12.2401
11,AKAZE,1538,59.3265,ORB,5.96433,BF,KNN,531,36.6905,10.4914,63,11.7252
12,AKAZE,1513,60.2224,ORB,5.62009,BF,KNN,568,35.2474,10.2436,73,10.4699
13,AKAZE,1538,60.6787,ORB,5.7946,BF,KNN,565,34.7674,9.22441,71,10.0426
14,AKAZE,1555,59.9125,ORB,5.66528,BF,KNN,569,35.7816,11.1422,79,10.9844
15,AKAZE,1544,57.9035,ORB,5.71785,BF,KNN,610,35.4779,8.00343,74,10.5644
16,AKAZE,1563,61.3569,ORB,5.61839,BF,KNN,609,36.3941,8.70371,76,10.4986
17,AKAZE,1561,62.4357,ORB,5.64886,BF,KNN,588,37.7718,10.45,63,9.04355
18,AKAZE,1569,58.8286,ORB,5.64182,BF,KNN,647,37.1051,8.311,56,8.73027
0,AKAZE,1513,60.0835,FREAK,53.3964
1,AKAZE,1541,61.4242,FREAK,54.1306,BF,KNN,570,68.0476,12.7629,59,11.9154
2,AKAZE,1529,60.6337,FREAK,53.7523,BF,KNN,627,68.3499,12.4603,59,15.0838
3,AKAZE,1561,60.8577,FREAK,53.6895,BF,KNN,620,67.8896,16.6022,65,14.2566
4,AKAZE,1545,62.7954,FREAK,55.2817,BF,KNN,601,69.0112,12.4855,69,14.7102
5,AKAZE,1526,58.1029,FREAK,54.2139,BF,KNN,580,68.0909,12.1873,62,15.3428
6,AKAZE,1566,58.8119,FREAK,52.7697,BF,KNN,621,68.1274,7.73469,70,15.3406
7,AKAZE,1529,62.6103,FREAK,55.0004,BF,KNN,627,68.2261,34.3548,86,16.4813
8,AKAZE,1547,58.7917,FREAK,54.9228,BF,KNN,605,68.6818,17.4767,92,13.1106
9,AKAZE,1572,61.5013,FREAK,55.6922,BF,KNN,600,70.8374,15.8894,76,13.593
10,AKAZE,1567,61.1569,FREAK,54.9704,BF,KNN,597,70.8732,13.7297,87,11.9137
11,AKAZE,1538,60.2123,FREAK,55.7733,BF,KNN,603,69.487,10.4914,71,12.1935
12,AKAZE,1513,61.3972,FREAK,53.142,BF,KNN,618,67.0524,10.2436,69,10.5787
13,AKAZE,1538,60.9766,FREAK,54.2109,BF,KNN,616,67.0139,9.22441,86,10.9714
14,AKAZE,1555,58.8541,FREAK,53.9241,BF,KNN,647,69.2354,11.1422,81,9.52434
15,AKAZE,1544,60.8906,FREAK,53.4678,BF,KNN,664,69.195,8.00343,62,9.62132
16,AKAZE,1563,61.3625,FREAK,54.5575,BF,KNN,654,69.0806,8.70371,71,9.6653
17,AKAZE,1561,59.8579,FREAK,54.5973,BF,KNN,689,70.3622,10.45,72,9.7428
18,AKAZE,1569,61.7308,FREAK,55.4042,BF,KNN,660,70.1953,8.311,67,9.12703
0,AKAZE,1513,59.7342,AKAZE,62.1129
1,AKAZE,1541,58.2476,AKAZE,60.0202,BF,KNN,966,64.9178,12.7629,94,12.2487
2,AKAZE,1529,58.2583,AKAZE,61.3398,BF,KNN,929,65.5006,12.4603,96,14.1093
3,AKAZE,1561,60.5696,AKAZE,60.8657,BF,KNN,962,66.8349,16.6022,107,12.8635
4,AKAZE,1545,60.2922,AKAZE,62.9813,BF,KNN,978,68.0297,12.4855,96,14.0162
5,AKAZE,1526,58.9491,AKAZE,64.1054,BF,KNN,952,65.661,12.1873,90,15.1593
6,AKAZE,1566,63.0325,AKAZE,59.5642,BF,KNN,967,67.2438,7.73469,91,13.7623
7,AKAZE,1529,59.6366,AKAZE,60.702,BF,KNN,975,67.0168,34.3548,109,15.1771
8,AKAZE,1547,58.2082,AKAZE,65.6581,BF,KNN,976,66.0443,17.4767,113,14.1023
9,AKAZE,1572,61.8784,AKAZE,62.4903,BF,KNN,952,68.6547,15.8894,109,13.7975
10,AKAZE,1567,66.3132,AKAZE,60.1957,BF,KNN,985,69.0875,13.7297,117,11.6151
11,AKAZE,1538,60.7019,AKAZE,62.9602,BF,KNN,953,67.3232,10.4914,107,12.2031
12,AKAZE,1513,59.9199,AKAZE,63.4042,BF,KNN,960,64.8165,10.2436,112,11.4888
